VehicleSpeedInstantaneous;VehicleSpeedAverage;VehicleSpeedVariation;EngineLoad;EngineCoolantTemperature;ManifoldAbsolutePressure;EngineRPM;MassAirFlow;IntakeAirTemperature;FuelConsumptionAverage;RoadSurface;Traffic;DrivingStyle
66;16;2;75;98;178;2140;42,56;29;14,00;1;1;2
2;16;-5;26;100;100;803;5,12;36;17,65;1;1;2
1;16;-2;24;100;100;807;4,58;36;17,65;1;1;2
46;16;0;31;73;114;1960;16,13;35;21,04;1;1;1
23;16;-4;16;54;105;1671;16,49;38;29,67;1;1;2
7;16;7;38;85;109;1624;13,50;29;17,98;1;1;1
13;16;-1;22;96;100;878;5,89;37;18,47;1;1;1
53;16;1;36;67;130;2287;26,85;36;23,78;1;1;2
52;16;3;62;94;170;2304;37,75;36;23,90;1;1;2
33;16;2;67;98;136;1600;20,02;42;17,63;1;1;1
36;16;1;29;71;127;2630;23,02;37;21,63;1;1;2
16;16;-1;29;96;103;1224;7,26;33;10,27;1;1;2
63;16;1;14;94;125;2575;26,20;29;24,44;1;1;1
14;16;-3;18;97;104;1002;9,90;34;24,27;1;1;1
9;16;3;36;98;109;1860;10,86;42;20,00;1;1;2
14;16;3;29;98;101;1013;5,93;36;19,54;1;1;2
49;16;-1;16;97;114;2117;16,76;34;10,68;1;1;2
21;16;4;33;80;117;1650;21,45;38;18,95;3;1;2
15;16;3;89;95;111;1264,5;15,52;43;12,21;1;1;2
49;16;0;19;97;129;2194;24,53;30;18,06;1;1;2
11;16;-2;22;96;100;878;4,83;36;18,52;1;1;1
0;16;0;82;85;102;641;5,61;37;13,40;3;2;2
29;16;4;17;86;120;2055;20,23;30;18,65;1;1;2
47;16;3;63;89;176;2041;36,90;36;23,63;1;1;1
31;16;-1;23;50;108;2164;18,30;37;26,90;1;1;2
39;16;-2;16;98;109;1562;16,74;41;19,62;1;1;2
22;16;-2;23;55;104;1531;11,91;37;29,44;1;1;1
13;16;0;12;94;105;1900;11,98;34;14,77;1;2;2
35;16;3;27;71;126;2535;25,14;37;21,70;1;1;2
13;16;-1;33;97;101;922;6,18;32;24,16;1;1;1
33;16;2;56;54;165;2584;32,89;36;26,99;1;1;2
14;16;0;32;98;100;1041;6,62;36;19,47;1;1;2
9;16;-3;43;96;100;884;4,54;36;18,63;1;1;1
47;17;1;45;73;117;2012;28,96;35;21,06;1;1;1
47;17;1;40;66;132;1995;26,93;37;22,21;1;1;2
6;17;-3;22;96;100;972;6,56;38;18,70;1;1;1
0;17;0;60;85;102;759,5;5,22;37;13,35;3;2;2
42;17;5;67;96;189;1937;36,25;30;17,34;1;1;2
22;17;0;34;55;102;1507;10,79;35;29,19;1;1;1
52;17;-1;13;68;112;2225;18,93;36;23,64;1;1;2
49;17;0;17;98;112;2104;15,28;33;10,69;1;1;2
46;17;5;80;96;203;2303;41,39;31;17,34;1;1;2
12;17;-1;29;97;101;927;6,13;31;24,06;1;1;1
5;17;0;20;96;100;1006;6,10;38;18,76;1;1;1
37;17;2;79;95;172;1715;28,66;30;17,34;1;1;2
33;17;0;21;98;123;2569;21,80;37;14,82;1;1;2
25;17;3;29;82;123;1818;16,62;39;18,93;1;1;2
28;17;3;39;88;144;2300;29,92;48;22,67;1;1;2
14;17;0;31;98;101;1094;7,32;35;19,38;1;1;2
32;17;2;45;71;126;2394;25,09;37;21,75;1;1;2
30;17;2;9;86;114;2075;19,05;29;18,73;1;1;2
34;17;0;21;97;123;2510;20,46;37;14,74;1;1;2
35;17;2;45;98;139;1680;22,17;42;17,59;1;1;1
30;17;0;24;50;107;2159;17,73;37;26,72;1;1;2
5;17;0;28;96;100;917;5,84;37;18,83;1;1;1
35;17;6;80;95;141;1706;20,99;30;17,32;1;1;2
28;17;-5;13;97;106;1032;10,33;28;17,25;1;1;2
22;17;0;11;55;101;1554;11,66;35;28,96;1;1;1
6;17;2;33;98;102;1387;9,49;39;19,99;1;1;2
4;17;-1;26;96;100;900;4,75;36;18,90;1;1;1
0;17;0;34;84;102;759,5;5,19;37;13,35;3;2;2
35;17;0;66;98;134;1734;20,52;37;14,97;1;1;2
13;17;1;24;97;100;948;7,22;32;23,99;1;1;1
69;17;3;54;98;185;2217;41,39;31;13,99;1;1;2
3;17;-1;34;96;100;862;4,97;37;18,90;1;1;1
21;17;-1;37;55;102;1493;11,56;35;28,76;1;1;1
34;17;3;22;97;121;2436;18,19;37;14,66;1;1;2
50;17;1;18;98;111;2126;15,65;33;10,69;1;1;2
37;17;-2;40;98;109;1603;11,10;39;19,50;1;1;2
21;17;1;34;55;104;1517;12,48;36;28,61;1;1;1
32;17;2;72;88;119;1513;16,39;46;22,59;1;1;2
27;17;-3;12;86;111;1935;17,72;29;18,82;1;1;2
12;17;-1;22;97;101;964;5,48;32;23,90;1;1;2
52;17;-1;20;68;108;2191;16,76;35;23,48;1;1;1
30;17;1;24;71;108;2184;20,33;36;21,77;1;1;2
22;17;1;22;55;102;1481;11,52;36;28,40;1;1;1
30;17;0;21;50;107;2130;17,63;37;26,56;1;1;1
55;17;3;45;95;159;2444;37,67;35;24,06;1;1;2
37;17;2;47;98;142;1734;24,75;38;15,02;1;1;2
11;17;-2;22;98;101;879;4,92;36;19,19;1;1;2
26;17;2;23;82;116;1894;13,71;37;18,90;1;1;2
0;17;0;33;84;102;763,5;5,16;37;13,35;3;2;2
48;17;1;29;66;119;2041;17,96;37;22,10;1;1;2
21;17;-1;13;55;102;1440;13,35;36;28,27;1;1;1
49;17;3;59;73;153;2156;38,74;36;21,07;1;1;1
34;17;2;72;89;130;1652;18,64;46;22,52;1;1;2
7;17;-3;29;59;99;850;5,52;33;22,23;1;1;1
51;17;2;17;97;121;2194;23,42;29;18,13;1;1;2
9;17;-2;24;98;101;885;4,97;35;19,14;1;1;2
50;17;3;62;90;183;2174;37,62;37;23,63;1;1;1
20;17;0;33;55;101;1471;10,36;36;28,07;1;1;1
8;17;-1;17;98;100;1113;7,79;36;19,14;1;1;2
3;17;-3;29;59;99;853;5,62;34;22,23;1;1;2
1;17;-3;30;59;99;813;5,28;34;22,23;1;1;2
60;17;-2;39;94;149;2550;34,01;29;24,36;1;1;1
30;17;0;24;97;120;2348;17,90;37;14,60;1;1;2
21;17;0;45;55;104;1545;11,57;36;27,92;1;1;1
7;17;-1;27;98;101;1269;8,54;38;19,12;1;1;2
12;17;0;31;97;100;885;5,41;31;23,85;1;1;2
14;17;1;15;94;105;1779;11,56;34;14,71;1;2;2
22;17;1;21;97;105;1625;10,31;34;15,46;1;1;2
16;17;0;75;26;116;1720,5;25,49;32;19,17;1;1;2
37;17;3;59;89;137;1770;22,27;46;22,48;1;1;2
22;17;2;40;55;107;1675;13,67;37;27,82;1;1;1
16;17;2;90;26;107;1440,5;19,99;29;19,00;1;1;2
21;17;-2;18;97;106;1537;10,04;34;15,41;1;1;2
24;17;2;21;97;105;1704;10,84;34;15,52;1;1;2
17;17;2;29;96;105;1252;11,40;31;10,18;1;1;2
38;17;3;11;98;117;1659;16,97;43;17,52;1;1;1
30;17;0;19;50;107;2108;17,48;37;26,41;1;1;1
5;17;0;30;98;100;885;4,66;38;19,96;1;1;2
11;17;11;47;59;111;1793;16,92;39;22,59;1;1;1
50;17;-2;13;68;106;2097;15,69;35;23,30;1;1;1
33;17;3;71;96;147;1948;19,54;29;22,37;1;1;2
29;17;1;21;71;107;2071;15,24;36;21,81;1;1;2
34;17;2;69;97;129;1522;20,98;28;22,34;1;1;2
40;18;3;52;89;142;1850;24,85;46;22,44;1;1;2
24;18;1;28;55;106;1647;14,24;38;27,71;1;1;1
12;18;0;22;97;100;982;6,47;33;23,84;1;1;2
36;18;1;73;55;123;1607;17,24;36;26,82;1;1;2
26;18;2;21;97;106;1730;16,37;34;15,60;1;1;2
30;18;5;25;97;117;2242;16,03;37;14,53;1;1;2
27;18;1;13;82;110;1924;13,31;37;18,86;1;1;2
36;18;-1;41;98;114;1603;14,36;39;19,42;1;1;2
0;18;0;33;84;102;762,5;5,08;37;13,35;3;2;2
13;18;2;78;59;106;1029;10,94;37;22,62;1;1;1
29;18;0;16;52;105;2075;17,79;37;26,29;1;1;1
73;18;4;45;98;169;2266;34,37;30;13,97;1;1;2
48;18;0;37;66;116;2033;14,71;36;21,93;1;1;2
11;18;-1;20;97;100;891;5,17;32;23,82;1;1;2
23;18;0;23;55;103;1652;12,65;37;27,54;1;1;1
25;18;9;69;26;124;1929;20,94;32;19,23;1;1;2
43;18;3;31;89;139;1912;26,49;46;22,41;1;1;2
43;18;8;74;38;132;1902,5;28,22;39;17,28;2;1;2
8;18;-3;26;97;100;1161;6,76;32;23,85;1;1;2
28;18;0;16;71;107;2032;15,05;36;21,88;1;1;2
24;18;-1;9;97;107;1688;11,71;34;15,70;1;1;2
16;18;3;72;59;106;1332;15,40;38;22,66;1;1;1
1;18;-3;21;97;101;842;4,80;33;24,03;1;1;2
2;18;-2;33;52;99;841;5,40;33;25,75;1;1;2
28;18;1;8;86;106;1508;15,74;29;19,22;1;1;2
7;18;-1;26;97;100;1210;8,79;34;23,88;1;1;2
5;18;-3;23;98;100;847;5,23;38;19,96;1;1;2
25;18;1;22;97;112;2116;14,05;36;14,46;1;1;2
15;18;1;41;96;103;1183;9,17;30;10,14;1;1;2
22;18;3;36;96;123;1669;21,78;29;22,34;1;1;2
25;18;0;43;86;139;2004;25,17;29;19,56;1;1;1
22;18;0;46;88;113;1613;21,45;28;19,95;1;1;1
22;18;-4;41;88;113;1574;15,93;29;19,86;1;1;1
28;18;0;46;86;114;1580;16,01;28;19,33;1;1;2
24;18;0;36;55;105;1742;12,38;37;27,38;1;1;1
25;18;-3;39;86;123;1580;20,12;28;19,45;1;1;2
51;18;0;15;97;120;2162;22,22;29;18,15;1;1;2
38;18;0;21;98;111;1614;15,89;41;17,45;1;1;1
28;18;3;7;86;136;2004;30,69;29;19,67;1;1;1
27;18;0;13;82;105;1878;18,38;37;18,87;1;1;2
6;18;-1;19;97;101;1272;7,75;34;23,91;1;1;2
36;18;0;79;55;133;1695;21,45;34;26,71;1;1;2
24;18;2;30;88;131;1865;26,04;29;20,05;1;1;1
54;18;3;61;90;165;2329;37,55;37;23,65;1;1;1
47;18;4;71;38;131;1993,5;20,94;41;17,25;2;1;2
0;18;0;34;84;102;758,5;5,24;37;13,35;3;2;2
45;18;2;16;90;115;1905;16,78;45;22,23;1;1;2
12;18;-2;11;94;107;1734;11,93;35;14,66;1;2;2
48;18;0;38;67;122;2063;19,99;36;21,84;1;1;1
26;18;2;27;88;136;1956;28,57;29;20,14;1;1;1
28;18;-3;11;71;109;2008;16,15;36;21,98;1;1;2
58;18;-2;51;94;164;2593;42,63;30;24,33;1;1;1
7;18;-5;22;97;102;862;6,68;30;16,79;1;1;2
4;18;-4;29;52;99;815;5,98;33;25,75;1;1;2
39;18;3;57;98;114;1678;22,67;40;19,39;1;1;1
20;18;4;72;59;116;1657;22,21;39;22,71;1;1;1
31;18;5;29;26;104;862,5;11,11;34;19,00;1;1;2
27;18;1;25;88;140;2051;29,00;29;20,22;1;1;1
6;18;-1;24;97;101;852;4,49;31;16,86;1;1;2
18;18;4;39;96;117;1410;18,31;28;22,34;1;1;2
25;18;1;35;56;109;1869;14,63;37;27,28;1;1;1
49;18;2;28;38;104;1564;20,94;41;17,25;2;1;2
6;18;0;42;97;103;1346;9,20;31;16,97;1;1;2
29;18;1;14;88;135;2109;23,79;28;20,28;1;1;1
24;18;0;22;97;109;2004;12,46;35;14,40;1;1;2
24;18;-7;25;49;99;926;8,89;29;23,33;1;1;1
45;18;0;27;90;112;1911;14,25;44;21,98;1;1;2
8;18;-5;29;52;99;899;5,99;33;25,54;1;1;2
7;18;1;35;97;110;1831;15,12;35;17,08;1;1;2
7;18;-6;25;98;100;833;5,31;37;19,96;1;1;2
29;19;1;18;88;125;2077;20,41;28;20,33;1;1;1
18;19;-3;8;52;100;1165;9,82;35;25,88;1;1;1
26;19;1;38;56;116;1928;18,11;38;27,23;1;1;1
49;19;1;31;67;120;2091;20,31;37;21,75;1;1;1
50;19;1;86;40;116;1508,5;17,86;37;17,18;2;1;2
12;19;-3;28;52;99;903;5,64;32;25,46;1;1;1
34;19;4;79;97;136;1786;22,21;45;20,70;1;1;2
15;19;-3;25;52;99;1027;6,56;34;25,64;1;1;1
0;19;-2;33;84;102;758;5,24;37;13,35;3;2;2
14;19;4;79;96;117;1131;12,53;30;22,37;1;1;2
29;19;0;18;88;121;2043;22,38;28;20,38;1;1;1
14;19;5;86;52;105;1241;14,29;33;24,82;1;1;2
9;19;9;7;52;114;1145;11,56;36;24,79;1;1;2
17;19;3;74;52;110;1528;19,66;35;24,89;1;1;1
39;19;2;82;55;148;1812;30,74;35;26,60;1;1;2
24;19;4;69;60;136;1987;32,19;40;22,79;1;1;1
14;19;-1;24;96;102;1022;6,01;33;10,10;1;1;2
14;19;-10;30;49;98;924;7,41;30;23,50;1;1;1
38;19;0;44;98;113;1614;11,06;40;17,35;1;1;1
13;19;5;20;97;111;1556;14,05;36;17,17;1;1;2
29;19;0;18;88;122;2028;21,68;28;20,43;1;1;1
20;19;3;69;52;124;1848;27,80;35;24,98;1;1;1
24;19;-1;24;82;106;1715;11,54;35;18,84;1;1;2
20;19;-5;21;100;101;912;5,16;38;20,96;1;1;2
37;19;3;78;97;152;1583;22,80;43;20,65;1;1;2
9;19;-6;35;49;98;1006;10,72;30;23,74;1;1;2
26;19;0;43;56;124;2090;21,33;39;27,22;1;1;1
29;19;0;18;88;122;2026;22,27;28;20,47;1;1;1
32;19;1;91;26;106;1329;11,11;32;19,00;1;1;2
12;19;-5;29;95;102;756;4,11;54;14,09;3;1;2
24;19;4;51;52;142;2134;33,89;35;25,09;1;1;2
28;19;-1;19;88;121;1979;22,29;28;20,53;1;1;1
28;19;-2;20;96;109;1623;21,58;43;12,45;1;1;2
6;19;-2;51;49;100;1576;19,13;33;23,99;1;1;2
27;19;-1;20;89;122;1974;22,07;28;20,59;1;1;1
29;19;1;24;89;131;2124;26,06;28;20,80;1;1;1
28;19;1;24;89;128;2069;26,08;28;20,71;1;1;1
30;19;1;24;89;133;2193;27,27;28;20,91;1;1;1
27;19;0;20;89;123;2003;23,18;28;20,65;1;1;1
31;19;0;23;89;136;2254;27,91;28;21,02;1;1;1
7;19;-5;29;96;102;749,5;3,99;54;14,08;3;1;2
44;19;0;8;98;113;1858;20,89;37;15,39;1;1;2
14;19;-6;22;98;100;872;4,85;36;19,99;1;1;2
10;19;-10;22;100;100;852;5,16;36;20,96;1;1;2
7;19;0;44;49;115;2073;26,30;35;24,23;1;1;2
15;19;2;76;97;109;1219;11,73;36;17,39;1;1;2
41;19;3;31;98;138;1786;24,85;42;19,39;1;1;1
24;19;1;22;97;108;1902;11,95;35;14,33;1;1;2
32;19;1;20;89;134;2266;26,22;28;21,11;1;1;1
33;19;2;18;71;114;2365;18,26;37;22,13;1;1;2
40;19;3;52;98;157;1744;27,67;43;20,64;1;1;2
4;19;-4;30;96;102;751;4,16;54;14,08;3;1;2
3;19;-7;21;100;100;788;4,82;36;21,05;1;1;2
0;19;0;29;96;102;752,5;4,16;54;14,14;3;1;2
0;19;0;28;96;102;752;4,22;54;14,14;3;1;2
2;19;-2;30;96;102;747,5;4,22;54;14,14;3;1;2
0;19;0;28;96;102;753;4,24;54;14,14;3;1;2
0;19;0;27;96;102;748;4,24;54;14,14;3;1;2
0;19;-2;29;96;102;747,5;4,24;54;14,14;3;1;2
0;19;0;28;96;102;748;4,27;54;14,14;3;1;2
0;19;0;29;96;102;753;4,30;54;14,14;3;1;2
10;19;1;11;96;121;1981;25,65;30;22,42;1;1;2
27;19;2;38;56;127;2214;24,15;39;27,22;1;1;1
45;19;0;26;90;110;1919;13,52;43;21,71;1;1;2
32;19;0;15;89;127;2229;23,62;28;21,17;1;1;1
20;19;-1;37;92;105;1413;11,01;32;15,22;1;1;2
24;19;1;18;82;104;1716;10,86;35;18,81;1;1;2
57;19;3;59;90;157;2447;37,05;36;23,68;1;1;1
59;19;1;59;95;126;1880;16,95;34;24,13;1;1;2
50;19;0;21;79;109;2170;15,69;33;12,14;1;1;2
31;19;0;24;71;119;2346;18,40;37;22,19;1;1;2
13;19;6;9;49;109;1041;11,61;34;24,27;1;1;2
50;19;1;22;79;115;2184;15,98;34;12,15;1;1;2
9;19;9;42;98;110;1750;15,33;44;21,20;1;1;2
49;19;2;22;79;121;2149;18,84;34;12,16;1;1;2
30;19;6;56;60;164;2351;42,31;41;22,88;1;1;1
21;19;-2;24;92;106;1411;13,42;33;15,19;1;1;2
32;19;3;80;53;115;1419;17,39;33;24,78;1;1;2
2;19;-5;34;84;102;767;5,24;37;13,35;3;2;2
29;19;5;28;70;140;2056;29,00;40;22,34;1;1;1
32;19;1;26;70;123;2266;20,09;38;22,26;1;1;2
24;19;6;42;70;125;1815;26,25;40;22,35;1;1;1
30;19;1;28;70;133;2174;21,35;39;22,31;1;1;1
16;19;2;74;97;119;1579;13,88;35;17,47;1;1;2
47;19;1;33;79;121;2087;18,18;34;12,17;1;1;2
27;19;1;9;91;106;1959;12,99;34;15,05;1;1;2
19;19;-4;22;98;100;895;5,09;36;20,12;1;1;2
24;19;-4;73;96;109;1726;14,38;43;12,47;1;1;2
18;19;5;76;70;111;1453;17,61;38;22,35;1;1;1
14;19;1;82;49;105;1316;15,41;32;24,33;1;1;2
29;19;2;39;56;129;2318;23,20;39;27,19;1;1;1
24;19;0;18;82;103;1688;10,53;35;18,76;1;1;2
41;19;3;80;55;167;1946;34,75;35;26,59;1;1;2
46;19;2;33;78;131;2032;19,56;35;12,19;1;1;2
27;19;0;6;91;109;1881;17,21;34;15,07;1;1;2
1;19;-2;29;73;99;806;4,87;34;18,31;1;1;1
32;19;1;80;26;111;1453;17,63;31;18,98;1;1;2
12;19;4;19;98;113;2004;20,00;45;21,28;1;1;2
40;19;2;24;98;116;1707;15,96;40;17,29;1;1;1
36;19;-2;38;68;108;1525;13,18;36;21,26;1;1;1
32;19;0;77;53;119;1516;19,49;34;24,67;1;1;2
13;19;0;84;70;106;1102;12,41;36;22,37;1;1;1
37;19;-2;36;68;104;1547;16,20;36;21,36;1;1;1
34;19;-2;40;68;104;1483;11,56;35;21,07;1;1;1
45;19;1;37;98;147;1982;30,75;29;18,89;1;1;2
31;19;3;100;30;102;821,5;8,41;36;20,05;1;1;2
23;19;-5;20;98;101;901;5,67;38;20,31;1;1;2
29;19;-2;9;89;113;1905;19,39;28;21,31;1;1;1
33;19;-1;40;68;104;1436;10,72;34;20,94;1;1;1
44;19;0;35;97;144;1938;28,66;29;18,83;1;1;2
23;19;2;24;97;110;1794;12,60;35;14,24;1;1;2
47;19;4;63;42;123;1738;25,77;43;17,32;2;1;2
43;19;2;40;78;142;1951;21,27;35;12,19;1;1;2
13;19;3;27;70;111;1498;10,64;40;22,42;1;1;1
19;20;5;72;49;112;1578;20,48;33;24,41;1;1;2
9;20;4;38;70;104;1529;18,60;39;22,51;1;1;1
45;20;0;29;90;111;1934;13,55;44;21,46;1;1;2
34;20;2;55;53;121;1599;19,07;34;24,54;1;1;1
24;20;0;22;82;103;1700;10,82;36;18,73;1;1;2
28;20;-2;17;98;105;923;11,64;39;20,44;1;1;2
31;20;2;27;56;124;2355;24,63;38;27,16;1;1;1
22;20;5;57;97;139;1942;20,45;37;17,49;1;1;2
44;20;1;42;97;141;1905;27,60;29;18,80;1;1;2
6;20;1;44;70;100;1075;11,61;34;22,51;1;1;1
3;20;-4;27;73;99;850;5,29;34;18,31;1;1;1
43;20;-1;8;98;107;1811;13,78;36;15,34;1;1;2
46;20;1;18;98;142;2012;30,75;29;18,89;1;1;2
5;20;-2;29;70;100;855;5,19;34;22,50;1;1;1
41;20;3;48;78;136;1845;26,76;36;12,19;1;1;2
7;20;-4;27;70;100;853;4,85;34;22,54;1;1;1
25;20;1;64;96;117;1898,5;17,86;43;12,49;1;1;2
42;20;1;31;97;136;1817;25,57;29;18,76;1;1;2
34;20;4;42;60;165;2102;21,39;40;22,86;1;1;2
7;20;-8;36;84;102;757,5;5,19;37;13,35;3;2;2
47;20;0;26;42;102;1738;18,72;42;17,27;2;1;2
21;20;6;30;98;146;2366;36,16;44;17,41;3;1;2
10;20;-4;24;70;101;883;4,87;33;22,61;1;1;1
19;20;-3;13;90;104;1237;12,99;26;21,57;1;1;1
24;20;3;28;98;117;1810;13,66;37;12,78;1;1;2
23;20;5;64;49;125;1848;26,42;35;24,51;1;1;2
38;20;3;50;78;131;1745;24,66;36;12,19;1;1;2
24;20;0;12;82;102;1631;10,53;36;18,71;1;1;1
15;20;1;13;94;110;2068;15,33;37;14,54;1;2;2
14;20;-2;6;70;103;994;5,57;36;22,64;1;1;1
7;20;0;29;73;100;848;5,19;33;18,31;1;1;1
37;20;3;43;53;115;1618;14,68;33;24,28;1;1;1
16;20;2;87;70;107;1096;11,56;37;22,71;1;1;1
41;20;5;37;97;144;1777;26,32;29;18,69;1;1;2
47;20;1;7;98;122;1975;24,32;28;18,95;1;1;2
35;20;3;76;28;116;1552,5;20,72;31;18,99;1;1;2
31;20;0;89;31;109;1209;16,11;34;20,00;1;1;2
7;20;7;30;91;113;1420;16,57;34;14,63;1;1;2
33;20;2;27;56;118;2367;20,58;38;27,07;1;1;1
10;20;1;18;96;111;1505;13,48;29;22,42;1;1;2
21;20;5;27;97;115;1700;18,09;37;14,18;1;1;2
40;20;0;23;98;109;1662;11,91;41;17,18;1;1;1
16;20;-2;20;90;103;1000;8,52;25;21,67;1;1;1
26;20;4;43;97;160;2221;29,15;38;17,50;1;1;2
11;20;11;47;70;108;1732;22,43;40;22,69;1;1;1
44;20;3;71;56;178;2061;34,90;35;26,56;1;1;2
26;20;0;7;96;114;1734;18,21;29;21,24;1;1;2
23;20;-1;24;82;102;1629;10,55;36;18,73;1;1;1
23;20;0;30;49;129;1920;19,27;34;24,49;1;1;2
35;20;1;62;78;118;1613;20,84;35;12,18;1;1;2
7;20;-2;26;73;100;900;4,73;36;18,31;1;1;1
36;20;3;82;97;142;1684;21,23;29;18,65;1;1;2
15;20;-2;23;90;102;889;8,74;25;21,74;1;1;1
29;20;4;61;95;121;2071;20,38;45;12,52;1;1;2
31;20;10;7;98;117;2267;20,64;42;17,37;3;1;2
25;20;1;22;98;115;1942;14,03;37;12,84;1;1;2
62;20;2;55;94;131;1991;17,48;29;24,10;1;1;1
38;20;1;47;54;112;1693;17,96;33;24,11;1;1;1
22;20;-5;20;68;101;949;5,41;33;20,60;1;1;1
25;20;-1;8;96;110;1668;15,31;29;21,27;1;1;2
28;20;-6;28;68;104;1153;13,62;35;22,81;1;1;1
23;20;0;7;82;102;1532;10,17;36;18,79;1;1;1
35;20;1;73;60;119;1533;19,59;37;22,81;1;1;2
46;20;-1;18;98;121;1949;20,38;28;18,98;1;1;1
33;20;-1;45;58;129;2484;29,85;37;27,01;1;1;1
26;20;3;14;50;111;1866;19,30;34;24,49;1;1;2
9;20;0;18;73;99;1223;10,46;35;18,32;1;1;1
15;20;3;48;84;115;1577;19,42;28;16,98;1;1;1
7;20;0;33;50;98;904;7,34;30;24,33;1;1;2
10;20;-12;28;68;100;872;4,70;31;20,64;1;1;1
20;20;5;27;84;118;1704;18,86;29;17,05;1;1;1
12;20;2;82;84;108;1312;9,87;27;16,82;1;1;1
26;20;2;14;98;111;1919;13,18;41;17,47;1;1;2
23;20;3;26;84;117;1785;18,01;30;17,11;1;1;1
32;20;2;79;31;114;1376,5;18,99;34;19,96;1;1;2
21;20;-7;20;68;101;924;5,48;34;22,49;1;1;1
9;20;2;13;96;111;1427;16,30;29;22,38;1;1;2
5;20;-5;50;68;99;954;10,24;33;20,73;1;1;1
37;20;2;50;98;132;1694;17,65;42;17,21;1;1;2
35;20;1;57;98;130;1616;18,67;42;17,31;1;1;2
21;21;-2;24;83;102;1495;9,59;36;18,81;1;1;1
11;21;3;16;84;106;1011;9,87;28;16,82;1;1;1
24;21;-1;8;96;110;1607;16,68;28;21,32;1;1;2
31;21;5;25;97;148;2319;34,17;38;17,54;1;1;2
39;21;2;41;98;128;1741;12,58;42;17,11;1;1;2
34;21;1;58;98;120;1512;13,50;43;17,37;1;1;2
24;21;2;23;84;117;1869;17,39;30;17,18;1;1;1
7;21;-6;29;50;98;879;7,36;30;24,33;1;1;2
16;21;0;49;97;117;1578;15,48;35;14,06;1;1;2
11;21;3;24;60;106;1795;14,22;35;24,38;1;1;2
13;21;-8;26;68;100;873;6,35;31;22,48;1;1;1
26;21;6;62;97;199;2464;39,37;30;18,53;1;1;2
15;21;2;49;97;112;1305;15,75;42;21,69;1;1;2
8;21;3;42;68;102;1482;17,60;36;20,81;1;1;1
10;21;0;16;73;99;1318;8,57;36;18,32;1;1;1
26;21;2;15;84;113;1840;16,20;28;17,23;1;1;1
24;21;1;36;98;118;1901;15,64;40;17,53;1;1;2
41;21;2;18;100;112;1730;11,08;42;16,99;1;1;2
6;21;-7;26;68;101;847;4,82;31;22,53;1;1;2
1;21;-5;27;68;100;807;5,16;31;22,53;1;1;2
27;21;2;22;98;113;2046;14,88;37;12,90;1;1;2
13;21;-6;24;50;98;942;7,50;30;24,16;1;1;2
7;21;-1;42;84;108;1662;16,88;26;16,75;1;1;1
27;21;0;11;84;109;1779;17,14;28;17,30;1;1;1
19;21;-7;7;50;101;1122;7,02;32;24,19;1;1;2
35;21;2;39;58;141;2563;24,90;38;26,95;1;1;1
39;21;1;48;54;116;1743;23,74;34;24,04;1;1;1
21;21;0;25;83;102;1509;9,42;36;18,82;1;1;1
31;21;2;38;98;145;2402;24,49;44;17,45;1;1;2
41;21;1;15;100;107;1705;10,69;39;16,88;1;1;2
26;21;-1;10;84;109;1687;17,36;29;17,41;1;1;1
13;21;5;71;68;119;1755;17,21;39;20,87;1;1;1
47;21;3;25;56;149;2047;22,07;36;26,36;1;1;2
23;21;-1;44;98;112;1738;11,95;39;17,57;1;1;2
30;21;-2;8;98;110;1998;15,57;42;17,42;1;1;2
46;21;0;16;98;118;1942;18,50;28;18,99;1;1;1
20;21;0;73;97;157;2046;39,37;29;18,53;1;1;2
10;21;0;22;73;100;1380;8,66;36;18,32;1;1;1
47;21;2;89;61;130;1425;21,30;41;13,97;2;1;2
35;21;0;74;84;128;1612;22,60;37;19,05;1;1;2
18;21;3;31;97;118;1575;19,24;44;21,73;1;1;2
37;21;2;63;60;125;1641;20,60;37;22,75;1;1;2
29;21;5;39;98;146;2254;25,06;44;17,51;1;1;2
8;21;0;29;84;101;1125;12,89;26;16,63;1;1;1
41;21;0;34;100;108;1730;10,69;39;16,88;1;1;2
9;21;1;34;60;106;1440;13,21;33;24,32;1;1;2
21;21;0;20;83;101;1475;9,37;35;18,82;1;1;1
45;21;1;99;61;122;1324;17,61;39;13,98;2;1;2
58;21;0;69;91;137;1856;29,66;34;23,49;1;1;1
38;21;3;80;84;146;1752;29,10;38;19,10;1;1;2
24;21;-2;11;98;107;1597;16,74;41;17,53;1;1;2
23;21;-2;10;84;106;1478;14,01;28;17,57;1;1;1
15;21;3;62;68;110;1213;14,39;38;20,90;1;1;1
33;21;1;15;98;125;2319;21,13;36;17,54;1;1;2
22;21;0;28;84;117;1665;19,12;29;17,49;1;1;1
44;21;3;92;61;110;1324;10,63;40;14,00;2;1;2
24;21;4;42;98;147;2046;26,11;45;17,52;1;1;2
23;21;2;20;84;115;1729;19,90;29;17,46;1;1;1
11;21;-1;22;73;100;1448;8,50;37;18,33;1;1;1
20;21;0;74;97;122;1621;23,89;28;18,45;1;1;2
21;21;0;35;84;113;1562;17,02;28;17,53;1;1;1
37;21;0;22;98;104;1601;9,59;32;14,55;1;1;2
44;21;3;35;98;154;1873;23,31;36;9,50;1;1;2
21;21;-2;18;84;106;1471;16,20;28;17,59;1;1;1
